front_size,idx,time,n_kink_points
1,0,0.0001,3.0
1,1,0.0001,3.0
1,2,0.0001,3.0
1,3,0.0001,3.0
1,4,0.0001,3.0
1,5,0.0001,3.0
1,6,0.0001,3.0
1,7,0.0001,3.0
1,8,0.0001,3.0
1,9,0.0001,3.0
2,0,0.0001,5.0
2,1,0.0001,5.0
2,2,0.0001,5.0
2,3,0.0001,5.0
2,4,0.0001,5.0
2,5,0.0001,5.0
2,6,0.0001,5.0
2,7,0.0001,5.0
2,8,0.0001,5.0
2,9,0.0001,5.0
4,0,0.0001,9.0
4,1,0.0001,9.0
4,2,0.0001,9.0
4,3,0.0001,9.0
4,4,0.0001,9.0
4,5,0.0001,9.0
4,6,0.0001,9.0
4,7,0.0001,9.0
4,8,0.0001,9.0
4,9,0.0001,9.0
8,0,0.00104,17.0
8,1,0.0001,17.0
8,2,0.0001,17.0
8,3,0.0001,17.0
8,4,0.0001,17.0
8,5,0.0001,17.0
8,6,0.0001,17.0
8,7,0.0001,17.0
8,8,0.00103,17.0
8,9,0.0001,17.0
16,0,0.00105,33.0
16,1,0.00095,33.0
16,2,0.0001,33.0
16,3,0.00105,33.0
16,4,0.0001,33.0
16,5,0.00099,33.0
16,6,0.001,33.0
16,7,0.0001,33.0
16,8,0.00101,33.0
16,9,0.0001,33.0
32,0,0.00199,65.0
32,1,0.00101,65.0
32,2,0.00095,65.0
32,3,0.00199,65.0
32,4,0.00108,65.0
32,5,0.00104,65.0
32,6,0.002,65.0
32,7,0.00106,65.0
32,8,0.00101,65.0
32,9,0.001,65.0
64,0,0.00298,129.0
64,1,0.00225,129.0
64,2,0.00302,129.0
64,3,0.003,129.0
64,4,0.00302,129.0
64,5,0.00299,129.0
64,6,0.003,129.0
64,7,0.00299,129.0
64,8,0.00201,129.0
64,9,0.002,129.0
128,0,0.00701,257.0
128,1,0.00709,257.0
128,2,0.00697,257.0
128,3,0.00572,257.0
128,4,0.00598,257.0
128,5,0.00699,257.0
128,6,0.00698,257.0
128,7,0.00701,257.0
128,8,0.00697,257.0
128,9,0.00697,257.0
256,0,0.01899,513.0
256,1,0.01705,513.0
256,2,0.01709,513.0
256,3,0.01832,513.0
256,4,0.01779,513.0
256,5,0.01774,513.0
256,6,0.01764,513.0
256,7,0.01754,513.0
256,8,0.01791,513.0
256,9,0.01839,513.0
512,0,0.04911,1025.0
512,1,0.04744,1025.0
512,2,0.04627,1025.0
512,3,0.04676,1025.0
512,4,0.04609,1025.0
512,5,0.04662,1025.0
512,6,0.04757,1025.0
512,7,0.04642,1025.0
512,8,0.04662,1025.0
512,9,0.04706,1025.0
1024,0,0.12712,2049.0
1024,1,0.12567,2049.0
1024,2,0.12503,2049.0
1024,3,0.12731,2049.0
1024,4,0.12162,2049.0
1024,5,0.13269,2049.0
1024,6,0.12938,2049.0
1024,7,0.12703,2049.0
1024,8,0.12562,2049.0
1024,9,0.12647,2049.0
2048,0,0.3358,4097.0
2048,1,0.42237,4097.0
2048,2,0.3529,4097.0
2048,3,0.34106,4097.0
2048,4,0.34585,4097.0
2048,5,0.33287,4097.0
2048,6,0.33846,4097.0
2048,7,0.33878,4097.0
2048,8,0.34053,4097.0
2048,9,0.33476,4097.0
4096,0,0.92669,8193.0
4096,1,0.92707,8193.0
4096,2,0.92924,8193.0
4096,3,0.95351,8193.0
4096,4,0.92622,8193.0
4096,5,0.92648,8193.0
4096,6,0.93203,8193.0
4096,7,0.93644,8193.0
4096,8,1.09383,8193.0
4096,9,1.02945,8193.0
8192,0,2.59064,16385.0
8192,1,2.61234,16385.0
8192,2,2.6921,16385.0
8192,3,3.05377,16385.0
8192,4,2.78706,16385.0
8192,5,2.63768,16385.0
8192,6,2.58714,16385.0
8192,7,2.86861,16385.0
8192,8,3.0433,16385.0
8192,9,2.59939,16385.0
16384,0,7.37695,32769.0
16384,1,7.64987,32769.0
16384,2,7.80036,32769.0
16384,3,10.35882,32769.0
16384,4,7.15377,32769.0
16384,5,7.74272,32769.0
16384,6,7.22743,32769.0
16384,7,7.52412,32769.0
16384,8,7.41156,32769.0
16384,9,7.69611,32769.0
32768,0,20.45833,65537.0
32768,1,19.91619,65537.0
32768,2,20.05483,65537.0
32768,3,23.0569,65537.0
32768,4,20.86727,65537.0
32768,5,20.00635,65537.0
32768,6,34.49939,65537.0
32768,7,39.46767,65537.0
32768,8,39.23519,65537.0
32768,9,27.13259,65537.0
