front_size,idx,time,n_kink_points
1,0,0.0001,5.0
1,1,0.0001,5.0
1,2,0.0001,5.0
1,3,0.0001,5.0
1,4,0.0001,5.0
1,5,0.0001,5.0
1,6,0.0001,5.0
1,7,0.0001,5.0
1,8,0.0001,5.0
1,9,0.0001,5.0
2,0,0.0019,11.0
2,1,0.01587,11.0
2,2,0.0001,9.0
2,3,0.0001,11.0
2,4,0.0001,11.0
2,5,0.0001,11.0
2,6,0.0001,11.0
2,7,0.0001,11.0
2,8,0.0001,11.0
2,9,0.0001,11.0
4,0,0.01574,29.0
4,1,0.0001,29.0
4,2,0.0001,27.0
4,3,0.0001,21.0
4,4,0.0001,27.0
4,5,0.01556,27.0
4,6,0.0001,25.0
4,7,0.0001,27.0
4,8,0.0001,29.0
4,9,0.0001,29.0
8,0,0.0158,65.0
8,1,0.01577,53.0
8,2,0.00956,75.0
8,3,0.01579,67.0
8,4,0.01582,65.0
8,5,0.01575,53.0
8,6,0.0001,69.0
8,7,0.01593,79.0
8,8,0.0001,61.0
8,9,0.01596,63.0
16,0,0.06361,179.0
16,1,0.05745,171.0
16,2,0.06401,209.0
16,3,0.06658,195.0
16,4,0.0796,191.0
16,5,0.06385,189.0
16,6,0.06371,189.0
16,7,0.06362,173.0
16,8,0.04754,197.0
16,9,0.06415,167.0
32,0,0.34924,437.0
32,1,0.31934,473.0
32,2,0.33373,473.0
32,3,0.30156,489.0
32,4,0.36496,525.0
32,5,0.26993,417.0
32,6,0.36441,487.0
32,7,0.41369,511.0
32,8,0.33392,421.0
32,9,0.33444,499.0
64,0,1.68597,1121.0
64,1,1.92386,1167.0
64,2,2.30697,1187.0
64,3,1.89387,1103.0
64,4,2.38193,1139.0
64,5,1.5278,1079.0
64,6,2.10262,1125.0
64,7,2.06431,1071.0
64,8,1.49949,1031.0
64,9,1.60649,1091.0
128,0,12.13746,2897.0
128,1,10.16376,2683.0
128,2,9.68779,2825.0
128,3,9.80649,2897.0
128,4,10.15926,2801.0
128,5,11.9353,2909.0
128,6,9.29948,2649.0
128,7,9.48723,2889.0
128,8,10.98045,3063.0
128,9,11.03005,3105.0
256,0,62.08195,6777.0
256,1,62.18529,6771.0
256,2,60.55167,6535.0
256,3,69.08373,6945.0
256,4,63.75154,6477.0
256,5,56.59011,6743.0
256,6,55.56946,6711.0
256,7,67.30864,6663.0
256,8,60.00337,6499.0
256,9,61.68139,6663.0
