front_size,idx,time,n_kink_points
1,0,0.0001,5.0
1,1,0.0001,5.0
1,2,0.0001,5.0
1,3,0.0001,5.0
1,4,0.00423,5.0
1,5,0.0001,5.0
1,6,0.01601,5.0
1,7,0.0001,5.0
1,8,0.0001,5.0
1,9,0.0001,5.0
2,0,0.0001,11.0
2,1,0.01578,11.0
2,2,0.0001,11.0
2,3,0.0001,11.0
2,4,0.01581,11.0
2,5,0.0001,11.0
2,6,0.0001,11.0
2,7,0.0001,11.0
2,8,0.0001,11.0
2,9,0.0001,11.0
4,0,0.01566,25.0
4,1,0.01151,23.0
4,2,0.0001,27.0
4,3,0.0001,27.0
4,4,0.0001,25.0
4,5,0.01567,23.0
4,6,0.0001,25.0
4,7,0.01565,19.0
4,8,0.0157,27.0
4,9,0.01451,23.0
8,0,0.02469,75.0
8,1,0.01568,51.0
8,2,0.01567,61.0
8,3,0.01565,73.0
8,4,0.01565,53.0
8,5,0.01567,71.0
8,6,0.03132,81.0
8,7,0.01612,69.0
8,8,0.01565,69.0
8,9,0.01567,73.0
16,0,0.06264,163.0
16,1,0.06306,139.0
16,2,0.0631,165.0
16,3,0.06309,171.0
16,4,0.07846,179.0
16,5,0.06303,175.0
16,6,0.06284,169.0
16,7,0.07845,171.0
16,8,0.06251,209.0
16,9,0.04746,145.0
32,0,0.2361,407.0
32,1,0.29886,479.0
32,2,0.23612,423.0
32,3,0.23603,403.0
32,4,0.25183,387.0
32,5,0.20443,377.0
32,6,0.211,419.0
32,7,0.25178,411.0
32,8,0.18865,387.0
32,9,0.25208,417.0
64,0,0.9003,985.0
64,1,0.95314,995.0
64,2,0.9356,1051.0
64,3,0.95235,1011.0
64,4,1.12667,1071.0
64,5,1.10691,1063.0
64,6,0.90057,1019.0
64,7,1.07329,921.0
64,8,1.21147,935.0
64,9,1.12783,1047.0
128,0,5.57798,2527.0
128,1,4.66448,2163.0
128,2,5.57309,2447.0
128,3,5.36893,2443.0
128,4,4.68605,2611.0
128,5,5.88055,2343.0
128,6,5.68601,2565.0
128,7,5.11489,2319.0
128,8,4.98145,2507.0
128,9,4.38306,2337.0
256,0,28.69657,5751.0
256,1,25.97712,5687.0
256,2,29.98595,5891.0
256,3,60.80809,5685.0
256,4,58.7467,5677.0
256,5,58.65868,5795.0
256,6,51.87238,5809.0
256,7,60.56621,5713.0
256,8,60.081,5611.0
256,9,49.60545,5571.0
