front_size,idx,time,n_kink_points
1,0,0.0001,6.0
1,1,0.0001,6.0
1,2,0.0001,6.0
1,3,0.0001,6.0
1,4,0.0001,6.0
1,5,0.0001,6.0
1,6,0.0001,6.0
1,7,0.0001,6.0
1,8,0.0001,6.0
1,9,0.0001,6.0
2,0,0.01576,15.0
2,1,0.0001,14.0
2,2,0.0001,15.0
2,3,0.0001,14.0
2,4,0.0001,14.0
2,5,0.0001,15.0
2,6,0.0001,14.0
2,7,0.0001,14.0
2,8,0.0001,14.0
2,9,0.0001,14.0
4,0,0.0001,33.0
4,1,0.0001,43.0
4,2,0.0001,45.0
4,3,0.0001,41.0
4,4,0.0001,41.0
4,5,0.0001,45.0
4,6,0.0001,44.0
4,7,0.00418,44.0
4,8,0.0001,39.0
4,9,0.0001,43.0
8,0,0.01586,111.0
8,1,0.0158,112.0
8,2,0.01579,116.0
8,3,0.02551,106.0
8,4,0.02202,120.0
8,5,0.03167,139.0
8,6,0.01584,117.0
8,7,0.03167,121.0
8,8,0.01578,112.0
8,9,0.01583,118.0
16,0,0.23763,463.0
16,1,0.14312,335.0
16,2,0.07957,302.0
16,3,0.1738,333.0
16,4,0.19054,435.0
16,5,0.1903,336.0
16,6,0.12688,335.0
16,7,0.14286,367.0
16,8,0.22283,445.0
16,9,0.22173,372.0
32,0,1.71078,1072.0
32,1,1.85484,1011.0
32,2,1.31344,994.0
32,3,2.24439,1178.0
32,4,1.84772,1155.0
32,5,1.46927,887.0
32,6,1.63974,961.0
32,7,1.16666,963.0
32,8,1.8201,1112.0
32,9,1.97422,990.0
64,0,11.86061,2767.0
64,1,11.47954,3092.0
64,2,22.66801,3274.0
64,3,13.59642,3075.0
64,4,10.84463,2819.0
64,5,13.55822,2461.0
64,6,16.62236,3136.0
64,7,16.47905,3196.0
64,8,10.78438,2812.0
64,9,12.92349,2814.0
