front_size,idx,time,n_kink_points
1,0,0.0001,3.0
1,1,0.0001,3.0
1,2,0.0001,3.0
1,3,0.0001,3.0
1,4,0.0001,3.0
1,5,0.0001,3.0
1,6,0.0001,3.0
1,7,0.0001,3.0
1,8,0.01118,3.0
1,9,0.0001,3.0
2,0,0.0001,5.0
2,1,0.0001,5.0
2,2,0.0001,5.0
2,3,0.0001,5.0
2,4,0.0001,5.0
2,5,0.0001,5.0
2,6,0.0001,5.0
2,7,0.0001,5.0
2,8,0.0001,5.0
2,9,0.0001,5.0
4,0,0.0001,9.0
4,1,0.0001,9.0
4,2,0.0001,9.0
4,3,0.01603,9.0
4,4,0.0001,9.0
4,5,0.0001,9.0
4,6,0.0001,9.0
4,7,0.0001,9.0
4,8,0.0001,9.0
4,9,0.0001,9.0
8,0,0.0001,17.0
8,1,0.0001,17.0
8,2,0.0001,17.0
8,3,0.0001,17.0
8,4,0.0001,17.0
8,5,0.01607,17.0
8,6,0.0001,17.0
8,7,0.0001,17.0
8,8,0.0001,17.0
8,9,0.0001,17.0
16,0,0.0001,33.0
16,1,0.0001,33.0
16,2,0.0001,33.0
16,3,0.01585,33.0
16,4,0.0001,33.0
16,5,0.0001,33.0
16,6,0.0001,33.0
16,7,0.0001,33.0
16,8,0.0001,33.0
16,9,0.01612,33.0
32,0,0.0001,65.0
32,1,0.0001,65.0
32,2,0.016,65.0
32,3,0.0001,65.0
32,4,0.00922,65.0
32,5,0.0001,65.0
32,6,0.0001,65.0
32,7,0.0001,65.0
32,8,0.0001,65.0
32,9,0.01598,65.0
64,0,0.0001,129.0
64,1,0.00815,129.0
64,2,0.00765,129.0
64,3,0.0001,129.0
64,4,0.0001,129.0
64,5,0.01579,129.0
64,6,0.01577,129.0
64,7,0.0001,129.0
64,8,0.0159,129.0
64,9,0.0159,129.0
128,0,0.01584,257.0
128,1,0.01611,257.0
128,2,0.01902,257.0
128,3,0.01266,257.0
128,4,0.01593,257.0
128,5,0.01616,257.0
128,6,0.03165,257.0
128,7,0.01596,257.0
128,8,0.03199,257.0
128,9,0.01597,257.0
256,0,0.04761,513.0
256,1,0.04795,513.0
256,2,0.04772,513.0
256,3,0.04778,513.0
256,4,0.04784,513.0
256,5,0.06368,513.0
256,6,0.04767,513.0
256,7,0.04813,513.0
256,8,0.04788,513.0
256,9,0.05269,513.0
512,0,0.11172,1025.0
512,1,0.12735,1025.0
512,2,0.11154,1025.0
512,3,0.12681,1025.0
512,4,0.11125,1025.0
512,5,0.11154,1025.0
512,6,0.1278,1025.0
512,7,0.13151,1025.0
512,8,0.12656,1025.0
512,9,0.11446,1025.0
1024,0,0.30405,2049.0
1024,1,0.31007,2049.0
1024,2,0.30833,2049.0
1024,3,0.30954,2049.0
1024,4,0.31373,2049.0
1024,5,0.30938,2049.0
1024,6,0.28606,2049.0
1024,7,0.32,2049.0
1024,8,0.30779,2049.0
1024,9,0.30875,2049.0
2048,0,0.8153,4097.0
2048,1,0.85733,4097.0
2048,2,0.80963,4097.0
2048,3,0.79432,4097.0
2048,4,0.82746,4097.0
2048,5,0.77829,4097.0
2048,6,0.82631,4097.0
2048,7,0.81032,4097.0
2048,8,0.81148,4097.0
2048,9,0.81071,4097.0
4096,0,2.14271,8193.0
4096,1,2.06004,8193.0
4096,2,2.06196,8193.0
4096,3,2.09227,8193.0
4096,4,2.17557,8193.0
4096,5,2.10162,8193.0
4096,6,2.1314,8193.0
4096,7,2.16625,8193.0
4096,8,2.17988,8193.0
4096,9,2.17547,8193.0
8192,0,5.84507,16385.0
8192,1,5.75039,16385.0
8192,2,5.8668,16385.0
8192,3,5.80282,16385.0
8192,4,5.78387,16385.0
8192,5,5.71668,16385.0
8192,6,5.92738,16385.0
8192,7,6.02812,16385.0
8192,8,5.82874,16385.0
8192,9,5.96969,16385.0
16384,0,15.97948,32769.0
16384,1,15.85324,32769.0
16384,2,16.10153,32769.0
16384,3,15.99412,32769.0
16384,4,16.21633,32769.0
16384,5,15.8347,32769.0
16384,6,15.9996,32769.0
16384,7,16.0413,32769.0
16384,8,15.74829,32769.0
16384,9,15.99302,32769.0
32768,0,44.52294,65537.0
32768,1,44.22908,65537.0
32768,2,44.82025,65537.0
32768,3,44.61435,65537.0
32768,4,44.39665,65537.0
32768,5,44.15689,65537.0
32768,6,44.88477,65537.0
32768,7,44.84108,65537.0
32768,8,46.3917,65537.0
32768,9,47.92244,65537.0
