front_size,idx,time,n_kink_points
1,0,0.0001,3.0
1,1,0.0001,3.0
1,2,0.01578,3.0
1,3,0.0001,3.0
1,4,0.0001,3.0
1,5,0.0001,3.0
1,6,0.0001,3.0
1,7,0.0001,3.0
1,8,0.0001,3.0
1,9,0.0001,3.0
2,0,0.0001,5.0
2,1,0.0001,5.0
2,2,0.0001,5.0
2,3,0.0001,5.0
2,4,0.0001,5.0
2,5,0.0001,5.0
2,6,0.0162,5.0
2,7,0.00181,5.0
2,8,0.0001,5.0
2,9,0.0001,5.0
4,0,0.0001,9.0
4,1,0.01576,9.0
4,2,0.0001,9.0
4,3,0.0001,9.0
4,4,0.0001,9.0
4,5,0.0001,9.0
4,6,0.0001,9.0
4,7,0.0001,9.0
4,8,0.0001,9.0
4,9,0.0001,9.0
8,0,0.0001,17.0
8,1,0.01579,17.0
8,2,0.0001,17.0
8,3,0.0001,17.0
8,4,0.01581,17.0
8,5,0.0001,17.0
8,6,0.0001,17.0
8,7,0.0001,17.0
8,8,0.0001,17.0
8,9,0.0001,17.0
16,0,0.01589,33.0
16,1,0.01319,33.0
16,2,0.01576,33.0
16,3,0.01581,33.0
16,4,0.01568,33.0
16,5,0.01581,33.0
16,6,0.01568,33.0
16,7,0.01576,33.0
16,8,0.01577,33.0
16,9,0.01576,33.0
32,0,0.03154,65.0
32,1,0.01582,65.0
32,2,0.01579,65.0
32,3,0.01581,65.0
32,4,0.01601,65.0
32,5,0.01593,65.0
32,6,0.01579,65.0
32,7,0.01941,65.0
32,8,0.01577,65.0
32,9,0.01579,65.0
64,0,0.04776,129.0
64,1,0.0473,129.0
64,2,0.04744,129.0
64,3,0.04735,129.0
64,4,0.0477,129.0
64,5,0.04733,129.0
64,6,0.0473,129.0
64,7,0.04733,129.0
64,8,0.04734,129.0
64,9,0.04735,129.0
128,0,0.07904,257.0
128,1,0.09511,257.0
128,2,0.11046,257.0
128,3,0.09402,257.0
128,4,0.11036,257.0
128,5,0.09548,257.0
128,6,0.11092,257.0
128,7,0.09474,257.0
128,8,0.09349,257.0
128,9,0.1104,257.0
256,0,0.20678,513.0
256,1,0.19032,513.0
256,2,0.20503,513.0
256,3,0.19044,513.0
256,4,0.20591,513.0
256,5,0.19043,513.0
256,6,0.205,513.0
256,7,0.20524,513.0
256,8,0.20558,513.0
256,9,0.18976,513.0
512,0,0.41111,1025.0
512,1,0.40705,1025.0
512,2,0.4319,1025.0
512,3,0.39625,1025.0
512,4,0.43038,1025.0
512,5,0.42744,1025.0
512,6,0.41174,1025.0
512,7,0.42783,1025.0
512,8,0.42822,1025.0
512,9,0.41218,1025.0
1024,0,0.93588,2049.0
1024,1,0.9044,2049.0
1024,2,0.92842,2049.0
1024,3,0.93654,2049.0
1024,4,0.92007,2049.0
1024,5,0.87271,2049.0
1024,6,0.92271,2049.0
1024,7,0.93684,2049.0
1024,8,0.8888,2049.0
1024,9,0.91689,2049.0
2048,0,2.0053,4097.0
2048,1,2.0076,4097.0
2048,2,2.00866,4097.0
2048,3,2.01166,4097.0
2048,4,2.06347,4097.0
2048,5,2.00988,4097.0
2048,6,2.01495,4097.0
2048,7,1.99984,4097.0
2048,8,2.01274,4097.0
2048,9,1.97859,4097.0
4096,0,4.6544,8193.0
4096,1,4.5737,8193.0
4096,2,4.54353,8193.0
4096,3,4.54972,8193.0
4096,4,4.6035,8193.0
4096,5,4.69218,8193.0
4096,6,4.63667,8193.0
4096,7,4.66455,8193.0
4096,8,4.58706,8193.0
4096,9,4.60391,8193.0
8192,0,10.71416,16385.0
8192,1,10.87828,16385.0
8192,2,10.86109,16385.0
8192,3,10.83156,16385.0
8192,4,10.8553,16385.0
8192,5,10.91133,16385.0
8192,6,10.8603,16385.0
8192,7,10.70868,16385.0
8192,8,10.7894,16385.0
8192,9,10.76104,16385.0
16384,0,26.38356,32769.0
16384,1,26.32468,32769.0
16384,2,26.26627,32769.0
16384,3,26.13742,32769.0
16384,4,26.58654,32769.0
16384,5,26.08889,32769.0
16384,6,26.00695,32769.0
16384,7,28.69195,32769.0
16384,8,26.46027,32769.0
16384,9,26.38205,32769.0
32768,0,66.30502,65537.0
32768,1,65.90164,65537.0
32768,2,62.88114,65537.0
32768,3,61.83416,65537.0
32768,4,61.7947,65537.0
32768,5,62.13295,65537.0
32768,6,62.56272,65537.0
32768,7,62.39313,65537.0
32768,8,61.6892,65537.0
32768,9,62.78194,65537.0
