front_size,idx,time,n_kink_points
1,0,0.00131,5.0
1,1,0.002,5.0
1,2,0.002,5.0
1,3,0.00201,5.0
1,4,0.001,5.0
1,5,0.00134,5.0
1,6,0.00101,5.0
1,7,0.001,5.0
1,8,0.00101,5.0
1,9,0.00112,5.0
2,0,0.003,11.0
2,1,0.003,11.0
2,2,0.002,9.0
2,3,0.003,11.0
2,4,0.002,11.0
2,5,0.00231,11.0
2,6,0.003,9.0
2,7,0.003,11.0
2,8,0.003,11.0
2,9,0.003,11.0
4,0,0.006,21.0
4,1,0.00732,27.0
4,2,0.00705,25.0
4,3,0.00799,29.0
4,4,0.00832,27.0
4,5,0.00631,23.0
4,6,0.0073,27.0
4,7,0.00832,29.0
4,8,0.0063,25.0
4,9,0.00834,27.0
8,0,0.02231,77.0
8,1,0.02231,75.0
8,2,0.02294,73.0
8,3,0.01662,61.0
8,4,0.02068,67.0
8,5,0.01836,59.0
8,6,0.02132,69.0
8,7,0.01926,59.0
8,8,0.02195,73.0
8,9,0.01726,57.0
16,0,0.06713,173.0
16,1,0.07447,187.0
16,2,0.07004,185.0
16,3,0.0807,205.0
16,4,0.05811,155.0
16,5,0.06189,157.0
16,6,0.06704,173.0
16,7,0.07156,187.0
16,8,0.06097,171.0
16,9,0.05734,169.0
32,0,0.21288,415.0
32,1,0.22502,417.0
32,2,0.31496,551.0
32,3,0.23027,399.0
32,4,0.22989,449.0
32,5,0.2941,495.0
32,6,0.24936,429.0
32,7,0.23053,405.0
32,8,0.25603,469.0
32,9,0.26004,489.0
64,0,1.03775,1053.0
64,1,1.08662,1133.0
64,2,1.1385,1187.0
64,3,1.01938,1149.0
64,4,1.06131,1221.0
64,5,1.22093,1197.0
64,6,0.99783,1057.0
64,7,1.18711,1191.0
64,8,2.66104,1031.0
64,9,2.16412,1055.0
128,0,13.50776,2831.0
128,1,13.14592,2915.0
128,2,12.48361,2899.0
128,3,9.85971,2837.0
128,4,13.34543,2749.0
128,5,12.06644,2963.0
128,6,13.26569,2903.0
128,7,11.07555,2687.0
128,8,11.4729,2831.0
128,9,12.94571,2865.0
256,0,69.48124,6799.0
256,1,69.63518,6831.0
256,2,46.7372,6901.0
256,3,39.36168,6719.0
256,4,38.56696,6887.0
256,5,51.99125,6713.0
256,6,30.98557,6719.0
256,7,33.90629,7061.0
256,8,35.679,6589.0
256,9,35.26469,6757.0
