front_size,idx,time,n_kink_points
1,0,0.0001,6.0
1,1,0.0001,6.0
1,2,0.0001,6.0
1,3,0.01578,6.0
1,4,0.002,6.0
1,5,0.0021,6.0
1,6,0.002,6.0
1,7,0.0001,6.0
1,8,0.00491,6.0
1,9,0.0001,6.0
2,0,0.00699,11.0
2,1,0.01578,15.0
2,2,0.00292,15.0
2,3,0.01079,15.0
2,4,0.00401,15.0
2,5,0.0001,14.0
2,6,0.0001,15.0
2,7,0.0001,14.0
2,8,0.01578,14.0
2,9,0.0001,14.0
4,0,0.01305,39.0
4,1,0.01025,44.0
4,2,0.00999,36.0
4,3,0.01398,41.0
4,4,0.01407,41.0
4,5,0.01543,46.0
4,6,0.01249,43.0
4,7,0.00976,39.0
4,8,0.01224,41.0
4,9,0.008,43.0
8,0,0.06269,137.0
8,1,0.05063,119.0
8,2,0.05225,131.0
8,3,0.05097,117.0
8,4,0.05504,127.0
8,5,0.03978,108.0
8,6,0.05996,129.0
8,7,0.05033,120.0
8,8,0.05023,123.0
8,9,0.04786,117.0
16,0,0.24225,404.0
16,1,0.21441,361.0
16,2,0.31048,476.0
16,3,0.26474,405.0
16,4,0.30137,439.0
16,5,0.24657,337.0
16,6,0.2057,299.0
16,7,0.39679,489.0
16,8,0.35427,392.0
16,9,0.30137,378.0
32,0,1.74768,1159.0
32,1,2.12915,1140.0
32,2,1.9738,1112.0
32,3,1.8736,1328.0
32,4,2.09609,1107.0
32,5,2.0976,1206.0
32,6,2.27412,1015.0
32,7,2.48632,1059.0
32,8,1.56434,1088.0
32,9,1.99722,1189.0
64,0,16.13475,3576.0
64,1,16.56566,3715.0
64,2,14.95043,3750.0
64,3,15.56353,3183.0
64,4,13.56355,3584.0
64,5,20.93696,3980.0
64,6,17.81345,3380.0
64,7,17.2689,2940.0
64,8,17.42165,3619.0
64,9,13.64038,3606.0
