front_size,idx,time,n_kink_points
1,0,0.0001,4.0
1,1,0.0001,4.0
1,2,0.0001,4.0
1,3,0.0001,4.0
1,4,0.0001,4.0
1,5,0.0001,4.0
1,6,0.0001,4.0
1,7,0.0001,4.0
1,8,0.0001,4.0
1,9,0.0001,4.0
2,0,0.0001,7.0
2,1,0.00272,8.0
2,2,0.00322,7.0
2,3,0.01584,8.0
2,4,0.01584,8.0
2,5,0.0001,7.0
2,6,0.0001,7.0
2,7,0.0001,7.0
2,8,0.0001,8.0
2,9,0.01581,8.0
4,0,0.0001,15.0
4,1,0.01607,14.0
4,2,0.00917,16.0
4,3,0.0001,14.0
4,4,0.0001,19.0
4,5,0.01621,14.0
4,6,0.0001,13.0
4,7,0.01607,17.0
4,8,0.01607,15.0
4,9,0.01598,17.0
8,0,0.01579,35.0
8,1,0.01581,39.0
8,2,0.0158,32.0
8,3,0.01592,36.0
8,4,0.01262,34.0
8,5,0.01576,31.0
8,6,0.01578,35.0
8,7,0.01578,38.0
8,8,0.01579,34.0
8,9,0.01612,35.0
16,0,0.0432,81.0
16,1,0.03184,79.0
16,2,0.04754,83.0
16,3,0.0316,76.0
16,4,0.04746,82.0
16,5,0.04197,80.0
16,6,0.03157,70.0
16,7,0.04738,81.0
16,8,0.04756,73.0
16,9,0.04739,79.0
32,0,0.09585,167.0
32,1,0.09475,172.0
32,2,0.09068,163.0
32,3,0.0917,165.0
32,4,0.09522,166.0
32,5,0.0953,169.0
32,6,0.07901,171.0
32,7,0.09473,179.0
32,8,0.07899,156.0
32,9,0.11114,180.0
64,0,0.23729,362.0
64,1,0.2852,405.0
64,2,0.25234,394.0
64,3,0.23337,365.0
64,4,0.26971,377.0
64,5,0.23682,372.0
64,6,0.28719,365.0
64,7,0.2533,381.0
64,8,0.25506,362.0
64,9,0.25325,362.0
128,0,0.74657,802.0
128,1,0.76256,812.0
128,2,0.75849,824.0
128,3,0.72683,822.0
128,4,0.85373,828.0
128,5,0.67953,809.0
128,6,0.77378,853.0
128,7,0.77304,825.0
128,8,0.68855,765.0
128,9,0.69509,822.0
256,0,2.2742,1755.0
256,1,2.38467,1761.0
256,2,2.3696,1750.0
256,3,2.21073,1801.0
256,4,2.17379,1717.0
256,5,2.07632,1746.0
256,6,2.24876,1757.0
256,7,2.28816,1747.0
256,8,2.15606,1716.0
256,9,2.07876,1726.0
512,0,7.05809,3648.0
512,1,6.91153,3646.0
512,2,6.63292,3759.0
512,3,7.04436,3758.0
512,4,7.09949,3642.0
512,5,7.5975,3848.0
512,6,7.41574,3679.0
512,7,7.43729,3677.0
512,8,7.14477,3775.0
512,9,7.61974,3694.0
1024,0,25.1284,7665.0
1024,1,25.72791,7846.0
1024,2,25.63639,7733.0
1024,3,26.46483,7859.0
1024,4,25.87937,7761.0
1024,5,24.95944,7725.0
1024,6,24.8708,7658.0
1024,7,26.15846,7709.0
1024,8,22.19544,7776.0
1024,9,24.04356,7770.0
2048,0,89.94486,15846.0
2048,1,88.64176,15917.0
2048,2,88.53954,16119.0
2048,3,89.84576,15955.0
2048,4,92.95456,15949.0
2048,5,90.95333,16033.0
2048,6,72.40604,16020.0
2048,7,92.33397,16101.0
2048,8,88.64469,15968.0
2048,9,89.53933,16046.0
