front_size,idx,time,n_kink_points
1,0,0.01015,6.0
1,1,0.0001,6.0
1,2,0.0001,6.0
1,3,0.0001,6.0
1,4,0.0001,6.0
1,5,0.0001,6.0
1,6,0.0001,6.0
1,7,0.0001,6.0
1,8,0.0001,6.0
1,9,0.0001,6.0
2,0,0.0162,14.0
2,1,0.0001,14.0
2,2,0.00201,14.0
2,3,0.0001,15.0
2,4,0.0001,14.0
2,5,0.0001,14.0
2,6,0.0001,14.0
2,7,0.0001,14.0
2,8,0.0001,15.0
2,9,0.0001,14.0
4,0,0.0001,40.0
4,1,0.0001,41.0
4,2,0.0001,34.0
4,3,0.00434,46.0
4,4,0.01596,44.0
4,5,0.0001,42.0
4,6,0.01597,35.0
4,7,0.00634,43.0
4,8,0.0001,42.0
4,9,0.0001,39.0
8,0,0.01613,126.0
8,1,0.01594,127.0
8,2,0.03201,145.0
8,3,0.03156,136.0
8,4,0.02983,111.0
8,5,0.03206,112.0
8,6,0.03179,127.0
8,7,0.04324,103.0
8,8,0.04795,114.0
8,9,0.01616,133.0
16,0,0.16192,360.0
16,1,0.24005,391.0
16,2,0.17083,296.0
16,3,0.20139,364.0
16,4,0.1537,304.0
16,5,0.21422,317.0
16,6,0.20079,311.0
16,7,0.17479,400.0
16,8,0.23888,386.0
16,9,0.16862,406.0
32,0,1.58795,1060.0
32,1,1.4354,988.0
32,2,1.32632,845.0
32,3,1.24205,937.0
32,4,1.41758,976.0
32,5,1.19667,1024.0
32,6,1.25935,945.0
32,7,1.79899,1169.0
32,8,1.48237,901.0
32,9,1.29049,1017.0
64,0,16.14471,3046.0
64,1,14.40413,2885.0
64,2,14.20409,2870.0
64,3,14.08351,3589.0
64,4,13.45093,2739.0
64,5,14.76862,2823.0
64,6,11.79963,3093.0
64,7,9.86741,2775.0
64,8,12.88249,3007.0
64,9,17.82535,3851.0
