x,y,z
0.06804095313161906,2.931959046868381,0.0
0.5397292970214423,2.4602707029785575,0.01507537688442211
2.3053513932032246,0.6946486067967754,0.03015075376884422
0.23567665373679236,2.7643233462632075,0.04522613065326633
1.5704021084105844,1.4295978915894156,0.06030150753768844
2.072838078341632,0.9271619216583682,0.07537688442211055
1.9314736107244461,1.0685263892755539,0.09045226130653267
2.925031042148801,0.07496895785119895,0.10552763819095477
1.0397729654116248,1.9602270345883752,0.12060301507537688
1.5511224216224344,1.4488775783775656,0.135678391959799
1.7650179339874486,1.2349820660125514,0.1507537688442211
0.5858337462010793,2.414166253798921,0.1658291457286432
1.42939673573256,1.57060326426744,0.18090452261306533
0.44538751951607825,2.5546124804839216,0.19597989949748743
1.803878525808436,1.196121474191564,0.21105527638190955
1.9309959496778448,1.0690040503221552,0.22613065326633164
0.00015650982587167572,2.999843490174128,0.24120603015075376
1.7534511755135478,1.2465488244864522,0.2562814070351759
1.2710097631847326,1.7289902368152674,0.271356783919598
0.2926110230421468,2.707388976957853,0.28643216080402006
0.5829230803229123,2.4170769196770876,0.3015075376884422
0.25527036346233856,2.744729636537661,0.3165829145728643
2.7936718602458197,0.2063281397541803,0.3316582914572864
0.7193252606816088,2.2806747393183913,0.34673366834170855
2.284142148315742,0.715857851684258,0.36180904522613067
0.1523320099168104,2.8476679900831896,0.37688442211055273
2.0712442795351023,0.9287557204648977,0.39195979899497485
2.632308009267664,0.36769199073233594,0.40703517587939697
2.781082663758304,0.21891733624169607,0.4221105527638191
1.7478011210098794,1.2521988789901206,0.4371859296482412
1.5321621402329417,1.4678378597670583,0.4522613065326633
0.8371596895210596,2.1628403104789404,0.4673366834170854
0.7177497951540244,2.2822502048459756,0.4824120603015075
2.1551974898534914,0.8448025101465086,0.49748743718592964
0.139691268634487,2.860308731365513,0.5125628140703518
1.2811986793381593,1.7188013206618407,0.5276381909547738
2.678291615190624,0.321708384809376,0.542713567839196
1.0397931196480243,1.9602068803519757,0.5577889447236181
0.6646361425868271,2.335363857413173,0.5728643216080401
1.3374768642542474,1.6625231357457526,0.5879396984924623
2.253587211582083,0.746412788417917,0.6030150753768844
1.4905349462272168,1.5094650537727832,0.6180904522613065
2.8846575140287736,0.11534248597122643,0.6331658291457286
1.8439299716069817,1.1560700283930183,0.6482412060301507
1.8155352293552638,1.1844647706447362,0.6633165829145728
1.0434646555359923,1.9565353444640077,0.6783919597989949
0.712817284316301,2.287182715683699,0.6934673366834171
1.1955513892070893,1.8044486107929107,0.7085427135678392
1.4617923725386703,1.5382076274613297,0.7236180904522613
2.184538076259735,0.8154619237402652,0.7386934673366834
0.442364374176929,2.557635625823071,0.7537688442211055
1.8745469663918946,1.1254530336081054,0.7688442211055276
0.2053774510111952,2.794622548988805,0.7839195979899497
2.337579578962948,0.6624204210370519,0.7989949748743719
2.033032007362704,0.9669679926372958,0.8140703517587939
0.3833864528063875,2.6166135471936123,0.829145728643216
1.108164596784867,1.891835403215133,0.8442211055276382
2.0259034958593913,0.9740965041406087,0.8592964824120602
1.9309913359862079,1.0690086640137921,0.8743718592964824
2.582038273322452,0.41796172667754794,0.8894472361809045
0.06293049237544568,2.937069507624554,0.9045226130653266
2.654375656368304,0.3456243436316959,0.9195979899497487
2.1229745348865063,0.8770254651134937,0.9346733668341708
2.847629216262889,0.1523707837371111,0.949748743718593
2.8491559036709613,0.15084409632903872,0.964824120603015
0.9611091246576352,2.0388908753423647,0.9798994974874371
1.6373105477076115,1.3626894522923885,0.9949748743718593
1.9908788967300637,1.0091211032699363,1.0100502512562815
1.3132778501557478,1.6867221498442522,1.0251256281407035
1.9063002307843346,1.0936997692156654,1.0402010050251256
2.8501993722600645,0.14980062773993552,1.0552763819095476
2.922481818256032,0.07751818174396785,1.0703517587939697
1.6852552005649457,1.3147447994350543,1.085427135678392
1.7748443687302482,1.2251556312697518,1.100502512562814
0.7822260134292768,2.217773986570723,1.1155778894472361
1.3410722018877934,1.6589277981122066,1.1306532663316582
2.423527862064315,0.576472137935685,1.1457286432160803
2.1695264015303986,0.8304735984696014,1.1608040201005025
0.5847231227205791,2.415276877279421,1.1758793969849246
2.683061810237475,0.3169381897625252,1.1909547738693467
2.6721916058097337,0.3278083941902663,1.2060301507537687
0.3900727879902365,2.6099272120097634,1.2211055276381908
2.8978561068862003,0.10214389311379968,1.236180904522613
2.275940925450778,0.7240590745492219,1.2512562814070352
2.94103815546577,0.058961844534230146,1.2663316582914572
2.7467790794623954,0.2532209205376046,1.2814070351758793
1.6814069443139137,1.3185930556860863,1.2964824120603013
2.2484682224790484,0.7515317775209516,1.3115577889447236
0.8771557835140696,2.1228442164859302,1.3266331658291457
0.6978864595295502,2.30211354047045,1.3417085427135678
2.240901589729816,0.7590984102701839,1.3567839195979898
1.687751704349715,1.312248295650285,1.371859296482412
0.8774609826572809,2.122539017342719,1.3869346733668342
0.5474552462865429,2.452544753713457,1.4020100502512562
1.4218470266228591,1.5781529733771409,1.4170854271356783
2.87133410348259,0.1286658965174099,1.4321608040201004
1.7384220309243865,1.2615779690756135,1.4472361809045227
2.6497735232055746,0.3502264767944254,1.4623115577889447
0.1421442123088087,2.857855787691191,1.4773869346733668
1.2185661685799263,1.7814338314200737,1.4924623115577889
1.7091607522101553,1.2908392477898447,1.507537688442211
2.7018528733968425,0.29814712660315745,1.5226130653266332
2.8158000100118725,0.18419998998812748,1.5376884422110553
2.978311888165429,0.02168811183457109,1.5527638190954773
2.1869369105052967,0.8130630894947033,1.5678391959798994
0.3582148518512237,2.6417851481487764,1.5829145728643215
1.8841443232581718,1.1158556767418282,1.5979899497487438
1.8103940164349357,1.1896059835650643,1.6130653266331658
2.918781036332127,0.08121896366787285,1.6281407035175879
1.0754415313658312,1.9245584686341688,1.64321608040201
0.45353306352194733,2.5464669364780526,1.658291457286432
