x,y
2.947067911233132,0.052932088766867835
1.300924034947207,1.699075965052793
0.043603368329409586,2.9563966316705903
0.03745439943713946,2.9625456005628603
0.06099115088427043,2.9390088491157296
1.6011917037300365,1.3988082962699635
1.4663573008562447,1.5336426991437553
1.2535373252963886,1.7464626747036114
2.4995592411346323,0.5004407588653677
2.4585879616554207,0.5414120383445793
0.7461733098679636,2.2538266901320365
0.02058499469351538,2.9794150053064845
2.225154401148455,0.7748455988515448
0.9743761029820248,2.025623897017975
2.833427594633436,0.1665724053665638
1.8094896995896717,1.1905103004103283
0.16881775008590383,2.831182249914096
1.512818730876629,1.487181269123371
0.358202117751913,2.641797882248087
0.8814769518322875,2.1185230481677126
