x,y
0.030682621501782498,2.9998430920196104
1.7066157214855393,2.467278415416143
2.25945413132455,1.9735417473264714
2.6348143203723158,1.434487189612013
1.0195944593627062,2.8214228925201676
2.1491767820007537,2.093093203779728
1.9999176363384212,2.2361416430679304
1.6686942207322657,2.4930823487592093
0.970816300225512,2.838576352895312
1.4179443025780576,2.643753762131872
2.9985701566229186,0.09261217960079011
0.39597024167998784,2.973753111423995
1.8009313730010812,2.3993011877920702
2.722253351144123,1.2606889751975274
2.996059953694728,0.1537034608157653
1.1303344309227052,2.7789105912696517
2.965195899736479,0.45564599875997264
1.1823337881099896,2.7571882078475314
2.8896283187760305,0.8062556538267586
2.8120482720898816,1.0451720027996882
