x,y
2.4495811750274834,0.5504188249725166
2.9872802449218385,0.012719755078161477
1.9291156510635243,1.0708843489364757
1.4206416201621248,1.5793583798378752
2.2818048569531473,0.7181951430468527
0.9376181407957572,2.0623818592042427
0.138093900054177,2.861906099945823
0.05704520703154359,2.9429547929684565
1.9251863642806732,1.0748136357193268
0.0893273466847605,2.9106726533152396
1.264397371031265,1.735602628968735
0.34592287498682495,2.654077125013175
0.3255113599198496,2.6744886400801504
0.44132645628904055,2.5586735437109596
0.1139871833315752,2.886012816668425
2.521148012200885,0.4788519877991151
1.7900952497573162,1.2099047502426838
0.19935438675216688,2.8006456132478332
1.913969535106229,1.086030464893771
1.7669848130747952,1.2330151869252048
