x,y
2.19697931421321,0.8030206857867901
1.2629705685035817,1.7370294314964183
1.8622340521560696,1.1377659478439304
2.637825443175383,0.3621745568246171
2.0681408309888667,0.9318591690111333
0.6099642281126252,2.3900357718873746
1.3575098316559506,1.6424901683440494
2.507062596499587,0.49293740350041304
1.2033651619481365,1.7966348380518635
1.0374483909964898,1.9625516090035102
1.7263657350799464,1.2736342649200536
2.5720529818541156,0.42794701814588443
2.1488872380395,0.8511127619605001
2.2860380103868794,0.7139619896131206
2.6578960173427255,0.3421039826572745
2.68538477523904,0.31461522476095993
1.2758769205948624,1.7241230794051376
2.339355031993967,0.6606449680060331
0.01681151239390133,2.983188487606099
1.2102544774604194,1.7897455225395806
