x,y
2.2028423680597036,2.036537625844688
0.5299508432686713,2.9528210416005276
0.2956688087930619,2.98539443884839
2.92058631604577,0.6856934960506758
2.9783883866537764,0.3594476571712709
2.709128622333423,1.2886512746487349
0.3285731043453126,2.9819523328015967
1.5405612860870597,2.574232103717492
0.3735182912147083,2.9766565280744173
2.496741734692043,1.6632139700732942
0.05837676290595789,2.999431971816101
1.3892301365356063,2.6589546118242144
2.960133559682,0.4874518528474056
1.4543229909704258,2.623917803197126
1.59195052103331,2.542772805144371
1.577281719556086,2.5518977991201366
1.6012792704728607,2.536908492231027
2.65416746264349,1.3983544186809793
0.9380894481424256,2.8495592970289
1.209222493266552,2.745501950787547
